"";"A";"B";"C01";"C02";"C03";"C04";"C05";"C06";"D";"E";"F01";"F02";"F03";"G";"H";"H1";"I1";"I2";"J";"K";"L";"M + N";"O";"P";"Q";"R + S";"T"
"I1";0,0976263879763164;34,1731688620979;19,0245038315991;10,0908127400433;5,99225871072339;34,1508836633805;15,1160544754727;3,00379126024563;8,13827211311526;1,12637438026256;5,05109187383865;6,11535074314141;1,0207780116309;150,71651098389;36,1164848864542;15,973983676344;0,213500124498768;16,4152776532904;63,682939145618;31,0239316946688;9,09227595046437;124,042217632956;2,80381462593991;36,5981278985473;20,116454505549;77,1791474399115;0
"I2";17,5794718486049;1,92741166628186;67,3595098772232;0,634757556198625;1,62783457269055;6,76585829829692;0,850339560137695;0,0915704317320568;0,766938848644636;0,47528604704738;0,356464535285535;0,615711470038652;0,108019556147132;16,8604643371681;12,238690490921;1,3620148548807;7,97176277472624;26,9526434574692;11,4203534622789;13,4986286597231;0,642716359075435;5,51850469028899;36,1953521211075;8,19189503600296;5,10735982971943;10,5416757547283;0
"J";14,7352821260832;46,4181208392602;8,77438603421081;11,376637422214;10,3991638794972;29,4694732131796;82,1923383448139;3,08828937700609;31,997494328221;11,419845741683;54,335350024937;52,1902517914954;33,8910410995714;293,819938354633;13,9772126031508;16,3622561953681;4,16685587249002;45,8520248341951;886,320688750196;89,380714680391;16,0444220316291;172,523495788601;202,997553809246;102,785365855089;23,4542833784542;88,3521470925694;0
"K";92,3430658468446;69,6871879899316;124,768638040624;41,0144913771427;32,0647263209769;112,223691794308;64,7017925552326;4,28833173129945;82,6033440859912;9,28420888756292;111,91292609093;148,88515466257;304,229890412122;326,31931386182;63,1681019960049;125,426898490702;11,0043086669244;12,593789435088;55,8982978352995;3674,95459373683;186,384363419626;91,5427879828671;459,344619232275;33,0868013356133;62,0031573447356;49,9885276884981;0
"L";0,0901016202933422;4,24403947504629;0,214878679423457;0,197817158666722;0,0548923196986824;0,51019546727164;0,28249788896528;0,0298245878047244;0,237244060813109;0,144624398402196;0,108121944352011;0,186756085698927;0,0327642255612153;9,66044178538434;1,40488109748414;0,124922082039281;0,0622859169148978;2,46472176446317;5,3300458533684;3,00701347852746;0,200027007350559;3,25838965989584;3,17872321715282;1,83691662269769;0,225776581866683;1,74812332753778;0
"M + N";44,7228624129626;263,25183123651;51,6144086287524;81,2575532526064;21,9881655150354;196,028756410785;96,4367292165524;3,69117632095787;116,132360502557;71,2581431665687;54,0761432664291;92,8579171293765;16,2373081983067;1025,11659836246;81,3137055395522;59,9375035406553;23,5315086234304;299,694219306894;1652,17760253483;569,355155403635;96,392989590189;671,219204608526;1092,88147862993;442,476252286968;116,741376093415;404,785872603632;0
"O";6,98256433030905;14,0878799573516;5,13803572265193;3,72108492953801;4,08404126903469;37,3570115733559;5,16667686039052;0,607790853190378;3,65801362663051;2,58664667830854;4,24172348052833;4,60976715919216;2,18468034090722;40,1166686340654;23,6874085965062;8,33044695360194;1,64105726722619;8,84366389673827;50,1847299891527;15,2383905869418;2,83573387656789;21,5989208032844;32,0433776198958;13,0210988188239;8,57341813112098;11,5610581546052;0
"P";1,1527512064225;5,90539971296835;1,25746906442661;5,29511414038529;0,581425749984617;3,78087230211263;1,78988198920073;0,23711286230967;2,1584931656903;1,31821024469209;1,2540540869523;1,86589636121203;0,572792241662997;19,4583055444072;1,64889708968406;1,16828407036194;0,505520555252307;5,55768746142745;33,2834965774449;10,504042395646;3,76692103714479;12,6232369617221;21,4198195974302;8,30575429283144;2,16796445947974;7,59967381795931;0
"Q";0,0136090988984736;0,0911494768920144;0,0544688948143127;0,0367216923371978;0,010274193215788;0,0931086512467562;0,0583438684094476;0,00857574088065984;0,0351362189742408;0,0217745582375577;0,0163309186781683;0,0282079504441088;0,00494876323580857;0,340805413310986;0,0423752765080239;0,0183104239724917;0,00717570669192242;0,0953689137555883;0,556367131600111;0,177765821631801;0,029445141253061;0,209494116932815;0,335702477201853;0,137009633284139;11,0098574947923;0,125779302218594;0
"R + S";2,1817378259941;0,250733713544478;0,0984868255865334;0,069013722856945;0,0287874097389702;0,299447397833403;0,618785012308548;0,073139284386452;0,12596764380041;0,0604759641520651;0,706527218442429;0,368224574032701;0,241687363052566;1,12234543478966;0,12242937774661;0,102724000567493;0,738283771476767;0,211331131095147;1,24176354156478;0,432705688722353;0,0680827284656981;0,510995315391971;0,853594514844409;0,340501762227239;8,36903696660517;1,33831469059151;0
"T";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
